number,text,date,fav 
3005,boss deal ihc dealer quite various sizes 1974 bought ihc 200 345 5 speed 8 bed pickup company truck told take home drive around name side company credit cards gas,2021-11-29 15:48:57+00:00,0
3006,trauma doubting yourself boss said impressed work new client and back head i’m like “oh  expectations low neh” 🥴 inkinga yam’ ngimi 🤡,2021-11-29 15:48:42+00:00,3
3007,good day manager advance experienced player axie dedicated time effort grinding games reached 1500 mmr app lineup steal but suddenly manager left hanging second payout,2021-11-29 15:48:30+00:00,0
3008,boss called us meeting ended asking department needed anything skipped right department i’m trying desperately run myself expects pull double shift today coworker called out,2021-11-29 15:48:29+00:00,29
3009,boss insane wont stop farting,2021-11-29 15:48:20+00:00,0
3010,boss“so rage talk phish you’re leaving” 😂🥺,2021-11-29 15:48:00+00:00,12
3011,boss 🤣🤣🤣,2021-11-29 15:47:38+00:00,2
3012,boss baby ,2021-11-29 15:47:35+00:00,1
3013,boss asked wanted start wearing mask around just im politically correct thing shes timid got way treated homeless student last week reassured extra safety,2021-11-29 15:47:29+00:00,1
3014,know reading carrd 📓 ,2021-11-29 15:47:28+00:00,0
3015,sasuke hand incredibly disappointed wishes boss could fire me ,2021-11-29 15:47:16+00:00,2
3016,meeting manager today oh joy ,2021-11-29 15:47:13+00:00,0
3017,minute see boss coming quadratic ,2021-11-29 15:47:01+00:00,0
3018,another term fade time rather like manager,2021-11-29 15:46:56+00:00,0
3019,boss tough lady,2021-11-29 15:46:45+00:00,2
3020,manager impressed ,2021-11-29 15:46:08+00:00,11
3021,boss said anyone take orders much warehouse colleagues work overtime night given bonus ￥10000 willing help achieve goal ,2021-11-29 15:46:00+00:00,0
3022,manager asked something done forgot was don’t want message asking wtf either 😩 happy monday y’all,2021-11-29 15:45:58+00:00,0
3023,coworker mutated beast began attacking people im hiding bathroom think theres there boss still tell come tomorrow he,2021-11-29 15:45:48+00:00,0
3024,love boss probably thinks im stupid 💘,2021-11-29 15:45:42+00:00,0
3025,boss lovely 🥰 thank pre op isolation on kneeop selfisolation workingfromhome ,2021-11-29 15:45:31+00:00,7
3026,also pleasure seeing corrs irish girly band open stones dc care boss pub hardon singer met briefly liked get away lol kinda sucked though,2021-11-29 15:45:27+00:00,1
3027,manager mode lastnight yeh yeh ,2021-11-29 15:45:25+00:00,4
3028,saw sticker said “ boss jewish carpenter” ,2021-11-29 15:45:22+00:00,0
3029,me finding probably pink eye work 5 seconds does admin stuff computer me spray keyboard use it manager types rubs eyes vigorously want three weeks off 🤧😭,2021-11-29 15:45:22+00:00,3
3030,boss gave strong ginger tea drink stomach helped god suck drink usually enjoy ginger,2021-11-29 15:45:14+00:00,1
3031,let talk boss aka wife figure custom package you believe 😍,2021-11-29 15:44:57+00:00,1
3032,lmao you’re asking something send ‘’ actually sleep except you’re boss even then kind passive aggressive behavior,2021-11-29 15:44:41+00:00,0
3033,sec move make administration money also would made lincoln riley’s job much difficult boss made big changes make job difficult without consulting me might looking new job too,2021-11-29 15:44:36+00:00,2
3034,eeeeiii boss people get video first today 😁😁,2021-11-29 15:44:25+00:00,1
3035,telling boss emergency need rest day housewifeandtheshahshocker ,2021-11-29 15:44:17+00:00,14
3036,im grateful boss pays gasand car fairly fuel efficient wheeeewww,2021-11-29 15:44:06+00:00,0
3037,boss 8k,2021-11-29 15:44:01+00:00,0
3038,me yo let’s hit 4 seasons brunch boss jade wanna try something local me books benz go faceoff boss jade frank extra amp unnecessary y’all don’t wanna know said trying grow hair out run fade ,2021-11-29 15:43:54+00:00,1
3039,i’m sniffling bad guys i’m annoying myself keep telling boss “i’m sorry keep sniffling swear it’s head cold” ,2021-11-29 15:43:53+00:00,3
3040,job us whole week thanksgiving paid today us including boss decided take additional day 😂😂,2021-11-29 15:43:41+00:00,6
3041,manager gone week imma b bored 😭,2021-11-29 15:43:33+00:00,0
3042,boss caught watching videos puppies ,2021-11-29 15:43:33+00:00,0
3043,ive getting overworked down remember last time day manager keep making shifts longer ,2021-11-29 15:43:30+00:00,0
3044,payday receive salary first month employment asked manager why said working training someone else work me went straight union rep refused help me fought til got paid week late,2021-11-29 15:43:08+00:00,0
3045,tiring since comes goes lost much hair ignoring stress last month lol end im blessed could tell problems manager helped destress another problem comes lol 😵 also learning mindfulness company session ha 🙈,2021-11-29 15:43:02+00:00,0
3046,manager looking like i’m running late work chilling car  got 18 mins ma’am,2021-11-29 15:43:00+00:00,0
3047,same getting bitched boss clients 30 job description,2021-11-29 15:42:44+00:00,1
3048,colleagues farewell manager time starts talking shop guy amp say them working hours turns amp says “that’s you’ll never manager” amp like desire be imagine mid groove must making sales 🤡,2021-11-29 15:42:28+00:00,2
3049,tricked boss thinking actually steamed hamburgers northern lights house house burned down,2021-11-29 15:42:23+00:00,31
3050,got nursing home removal dying office boss like “i’ll go” bastard,2021-11-29 15:42:22+00:00,4
3051,thinking boss getting basically offended said dad bods guts sexier muscles i’m wrong tho,2021-11-29 15:42:03+00:00,8
3052,boss dependent,2021-11-29 15:41:48+00:00,0
3053,anyone network please retweetquote manager’s brother went missing… ,2021-11-29 15:41:40+00:00,0
3054,tweet hit different cause boss said almost ran road coming morning 😭🥴 ,2021-11-29 15:41:34+00:00,1
3055,3 days 🥰 never week days boss knew mf tired,2021-11-29 15:41:33+00:00,0
3056,imagine teams call manager ask share screen wave open 😭,2021-11-29 15:41:28+00:00,1
3057,working heard boss said cant pay debt gave business including me secretary hes dead im working under bonten,2021-11-29 15:41:17+00:00,2
3058,giant ring appeared sky alien invasion happening boss said gotta come cause were short staffed im chased mob already im already work ,2021-11-29 15:41:01+00:00,17
3059,man got fucking work today desperately need new job bc hate boss,2021-11-29 15:40:50+00:00,0
3060,boss so you’re going rest week going any me vibrating excitement i’m going la see bts 70000 friends 💜 ptdonstagela btsarmy,2021-11-29 15:40:31+00:00,5
3061,tell boss can’t go work today hulk destroyed car love life 🤪 ,2021-11-29 15:40:24+00:00,0
3062,morning shift literally manager walking around store going “why” every mess night shift left us,2021-11-29 15:40:17+00:00,9
3063,boss sweet losing maple🐀 hard week right lonely christmas season difficult needed today make feel anxious anything grateful,2021-11-29 15:40:07+00:00,2
3064,attitude everyone mainly boss “i put job even though stressful cant you” take anybody wanting horrible thing,2021-11-29 15:40:00+00:00,0
3065,wonder boss would notice left go quiktrip hot chocolate,2021-11-29 15:39:47+00:00,0
3066,boss scary similar tell story finding huge hunting knife drawer boss asks get one led finding also weapons stashed around house case,2021-11-29 15:39:34+00:00,3
3067,tjo remind manager football one weekend 2k hayke topic today,2021-11-29 15:39:34+00:00,1
3068,tryna go break manager telling theyre short beyond me lady thinks icare 😂,2021-11-29 15:39:23+00:00,0
3069,old job boss refused let us use ssds appliances shipped customers citing reliability problems customer dropped appliance shattered drive point used ssds faster ad reliable lmao,2021-11-29 15:39:14+00:00,1
3070,jk always buy boss nice things 😭😭😭 ,2021-11-29 15:39:09+00:00,1
3071,••• boss boyfriend secretary kim selesai •••,2021-11-29 15:38:53+00:00,27
3072,worn out didn’t want get both boss got super wiped out,2021-11-29 15:38:46+00:00,0
3073,boss cutting hours short looking sugar daddy rn,2021-11-29 15:38:15+00:00,2
3074,long call boss it think bear whatever think,2021-11-29 15:38:07+00:00,0
3075,hooooow one go asking work less hours like boss literally said couple weeks ago feels “overstaffed” feel like shouldnt problem time feel like theyd pissed,2021-11-29 15:38:02+00:00,0
3076,lmao dawg i’m boutta go bitch turn boss nonchalant checks suppose come friday  got something  gin still,2021-11-29 15:37:28+00:00,1
3077,boss telling online shopping acceptable reason block calendar ,2021-11-29 15:37:19+00:00,0
3078,boss paid yet gonna get septum,2021-11-29 15:36:53+00:00,3
3079,boss,2021-11-29 15:36:37+00:00,1
3080,i’m high asab work nun new manager reason today realized asked get shit from aint way bruh😭😭,2021-11-29 15:36:34+00:00,3
3081,keeping chronic brain illness hush hush boss turned great idea taking half day wednesday make couple appointments actually job interviews,2021-11-29 15:36:25+00:00,5
3082,lmao yeah boss sent email work email i’m trouble anything literally idea amp never received copy departments holiday schedule,2021-11-29 15:36:23+00:00,0
3083,actually worst day while boss said “this morning isn’t gonna make give raise it’s gonna make get trouble” like “yessir” literally can’t find capacity care longer löl ,2021-11-29 15:36:17+00:00,3
3084,want watch will’s lives adams lives alexjustin’s livesback back repeat don’t understand boss problem that ugh haters 😂,2021-11-29 15:36:16+00:00,71
3085,boss cuck,2021-11-29 15:36:09+00:00,14
3086,working 8 hr shift berated yelled customers boss lets things policy vibe 1475hr nearly enough stay bullshit,2021-11-29 15:36:01+00:00,1
3087,boss felony amount melatonin,2021-11-29 15:35:57+00:00,2
3088,so first day deliverance guy came deadass offered bag flour fully expecting eat shit swear imma talk boss fucker deadass replaced minimum wage minimum nutrition like bruh go bake bread 🤨 ,2021-11-29 15:35:56+00:00,2
3089,lol texted manager scared response even though he’s super chill like since we’re short staffed i’m nervous 😭,2021-11-29 15:35:42+00:00,1
3090,boss asked crew today pointed could take deep breath mutter “fuck” 😭,2021-11-29 15:35:36+00:00,2
3091,thought bad typer boss texted 😐,2021-11-29 15:35:24+00:00,0
3092,would possibly turn work computer 11am monday thanksgiving boss doesn’t even log noon est,2021-11-29 15:35:02+00:00,14
3093,thought dog breeders outs boss bought mill puppy craigslist weekend,2021-11-29 15:34:58+00:00,2
3094,need get manager christmas gift 🧐,2021-11-29 15:34:54+00:00,1
3095,nobody manager almost wanna get pregnant take year,2021-11-29 15:34:47+00:00,1
3096,manager ❤️❤️ ,2021-11-29 15:34:41+00:00,0
3097,managerarsenal,2021-11-29 15:34:24+00:00,0
3098,boss said wife ate cowfish sushi burger bar thanksgiving trip honestly place sounds awesome one place could get sushis burgers im,2021-11-29 15:34:21+00:00,5
3099,boss personal person confidant mother deepest heart hold trust high esteem happy birthday got back anyday anytime day boss akusika kpene ,2021-11-29 15:34:11+00:00,1
3100,listening boss talk spoiling man birthday amp christmas amp spoiling her 🥺 need 🥺,2021-11-29 15:34:11+00:00,0
3101,rathalos firebombed car boss still wants 9 mondays,2021-11-29 15:34:05+00:00,2
3102,boss officially best ever hands fucking down,2021-11-29 15:33:55+00:00,0
3103,boss hero gakkou kaidan,2021-11-29 15:33:46+00:00,0
3104,manager actual angel transformed human keep check that’s theory i’m stick it😩🙌🏽,2021-11-29 15:33:24+00:00,0
3105,whole team home manager leaving 12 ,2021-11-29 15:33:16+00:00,0
3106,i’m actually tired … thank manager who’s let go home early 😭,2021-11-29 15:33:15+00:00,1
3107,bosss mom mishaps fb often accidentally posts things fb without realizing thats doing morning went live fb know it cutest lil human,2021-11-29 15:33:12+00:00,3
3108,workers fixing roofing job amp mind it’s part warehouse work product is got call boss part warehouse caved damaged lot shit don’t go today 😂😂😂🤦🏻‍♀️,2021-11-29 15:33:04+00:00,0
3109,ugh boss ou screw 98 mike stoops brent venables supposed stay k state,2021-11-29 15:32:23+00:00,0
3110,boss 5 minutes late meetings lot today i’m gonna 5 minutes late too wait gay ass once,2021-11-29 15:32:10+00:00,7
3111,boss put much soap dishwasher looks like christmas here,2021-11-29 15:31:57+00:00,1
3112,every time sit asss bathroom manager finna call like girl mind biz ,2021-11-29 15:31:48+00:00,1
